author,paragraphs,title,id,dynasty,genre,tags,notes,rhythmic,prologue,content
德誠,"香餌竿頭也不無，向來祇是釣名魚。
波沃日，浪涵虛，萬象牢籠號有餘。",拨櫂歌 三十二,26213571-4b04-47e0-a740-72ddee580ca9,唐代,诗,,,,,"香饵竿头也不无,向来祇是钓名鱼. 波沃日,浪涵虚,万象牢笼号有余."
李涉,"錦池江上柳垂橋，風引蟬聲送寂寥。
不必如絲千萬縷，只禁離恨兩三條。",柳枝词,9b8f9ff5-ec06-4f60-9980-b116842374ec,唐代,诗,,,,,"锦池江上柳垂桥,风引蝉声送寂寥. 不必如丝千万缕,只禁离恨两三条."
何仲舉,"似玉來投獄，拋家去就枷。
可憐兩片木，夾却一枝花。",李臯试诗,f71050f4-0261-41bc-881e-1935a37ebb01,唐代,诗,,,,,"似玉来投狱,抛家去就枷. 可怜两片木,夹却一枝花."
劉商,"行盡胡天千萬里，惟見黃沙白雲起。
馬飢跑雪銜草根，人渴敲冰飲流水。
燕山髣髴辨烽戍，鼙鼓如聞漢家壘。
努力前程是帝鄉，生前免向胡中死。",琴曲歌辞 胡笳十八拍 第十七拍,c02906d2-c9d0-4319-8996-95902b618962,唐代,诗,,,,,"行尽胡天千万里,惟见黄沙白云起. 马饥跑雪衔草根,人渴敲冰饮流水. 燕山髣髴辨烽戍,鼙鼓如闻汉家垒. 努力前程是帝乡,生前免向胡中死."
貫休,"下營依遁甲，分帥把河隍。
地使人心惡，風吹旗燄荒。
搜山得探卒，放火獵黃羊。
唯有南飛雁，聲聲斷客腸。",古塞下曲七首 一,7e385d41-7a71-4829-905d-bd7f1e806c99,唐代,诗,,,,,"下营依遁甲,分帅把河隍. 地使人心恶,风吹旗燄荒. 搜山得探卒,放火猎黄羊. 唯有南飞雁,声声断客肠."
李遠,"西陵樹已盡，銅雀思偏多。
雪密疑樓閣，花開想綺羅。
影銷堂上舞，聲斷帳前歌。
唯有漳河水，年年舊綠波。",悲铜雀台,165060cb-4603-4748-809d-aaa12fe3550e,唐代,诗,,,,,"西陵树已尽,铜雀思偏多. 雪密疑楼阁,花开想绮罗. 影销堂上舞,声断帐前歌. 唯有漳河水,年年旧绿波."
貫休,"河北江東處處災，唯聞全蜀勿塵埃。
一缾一鉢垂垂老，千水千山得得來。
奈菀幽棲多勝景，巴歈陳貢媿非才。
自慙林藪龍鍾者，亦得親登郭隗臺。",陈情献蜀皇帝,1e4bb2c4-aa18-4a7e-8600-f459d9933dcf,唐代,诗,,,,,"河北江东处处灾,唯闻全蜀勿尘埃. 一缾一钵垂垂老,千水千山得得来. 奈菀幽栖多胜景,巴歈陈贡媿非才. 自慙林薮龙钟者,亦得亲登郭隗台."
盧僎,"賦生期獨得，素業守微班。
外忝文學知，鴻漸鵷鷺間。
內傾水木趣，築室依近山。
晨趨天日[晏]，夕臥江海閑。
松風生坐隅，仙禽舞亭灣。
曙雲林下客，霽月池上顏。
雖曰坐郊園，靜默非人寰。
時步蒼龍闕，寧異白雲關。
語濟豈時顧，默善忘世攀。
世網余何觸，天涯謫南蠻。
回首思洛陽，喟然悲貞艱。",初出京邑有怀旧林,9079b311-c980-4a27-9232-317b8ac1804d,唐代,诗,,,,,"赋生期独得,素业守微班. 外忝文学知,鸿渐鹓鹭间. 内倾水木趣,筑室依近山. 晨趋天日[晏],夕卧江海闲. 松风生坐隅,仙禽舞亭湾. 曙云林下客,霁月池上颜. 虽曰坐郊园,静默非人寰. 时步苍龙阙,宁异白云关. 语济岂时顾,默善忘世攀. 世网余何触,天涯谪南蛮. 回首思洛阳,喟然悲贞艰."
蘇頲,"御道紅旗出，芳園翠輦遊。
繞花開水殿，架竹起山樓。
荷芰輕薰幄，魚龍出負舟。
寧知穆天子，空賦白雲秋。",春日芙蓉园侍宴应制,61479e50-d043-4087-9210-ba372edd74e0,唐代,诗,,,,,"御道红旗出,芳园翠辇游. 绕花开水殿,架竹起山楼. 荷芰轻薰幄,鱼龙出负舟. 宁知穆天子,空赋白云秋."
陸龜蒙,"手盤風，頭背分，電光戰扇，欲刺敲心留半綫。
纏肩繞脰，𧞔合眩旋。
卓植赴列，奪避中節。
前衝函禮穴，上指孛彗滅，與君一用來有截。",舞曲歌辞 吴俞儿舞歌 矛俞,29d4e6ab-d0d6-4848-8457-3eeae711bfec,唐代,诗,,,,,"手盘风,头背分,电光战扇,欲刺敲心留半线. 缠肩绕脰,𧞔合眩旋. 卓植赴列,夺避中节. 前冲函礼穴,上指孛彗灭,与君一用来有截."
皮日休,"松陵清淨雪消初，見底新安恐未如。
穩凭船舷無一事，分明數得鱠殘魚。",松江早春,1e01d799-ea31-44b9-beda-39f919271104,唐代,诗,,,,,"松陵清净雪消初,见底新安恐未如. 稳凭船舷无一事,分明数得鲙残鱼."
皎然,"越人遺我剡溪茗，採得金牙爨金鼎。
素瓷雪色縹沫香，何似諸仙瓊蘂漿。
一飲滌昏寐，情來朗爽滿天地。
再飲清我神，忽如飛雨灑輕塵。
三飲便得道，何須苦心破煩惱。
此物清高世莫知，世人飲酒多自欺。
愁看畢卓甕間夜，笑向陶潛籬下時。
崔侯啜之意不已，狂歌一曲驚人耳。
孰知茶道全爾真，唯有丹丘得如此。",饮茶歌诮崔石使君,41fca742-a88c-4a20-8dfe-a48d2d6f7d43,唐代,诗,,,,,"越人遗我剡溪茗,采得金牙爨金鼎. 素瓷雪色缥沫香,何似诸仙琼蘂浆. 一饮涤昏寐,情来朗爽满天地. 再饮清我神,忽如飞雨洒轻尘. 三饮便得道,何须苦心破烦恼. 此物清高世莫知,世人饮酒多自欺. 愁看毕卓瓮间夜,笑向陶潜篱下时. 崔侯啜之意不已,狂歌一曲惊人耳. 孰知茶道全尔真,唯有丹丘得如此."
師備,"奇哉一靈叟，那頓許吺吺（音兜）。
風起引箜篌，迷子爭頭湊。
設使緫不是，蝦蟆張大口。
開口不開口，終是犯靈叟。
欲識箇中意，南星真北斗。",颂 二,6f4c6712-cee1-4e61-81fb-3115a2b55585,唐代,诗,,,,,"奇哉一灵叟,那顿许吺吺(音兜). 风起引箜篌,迷子争头凑. 设使緫不是,虾蟆张大口. 开口不开口,终是犯灵叟. 欲识个中意,南星真北斗."
李商隱,"虎踞龍蹲縱復橫，星光漸減雨痕生。
不須併礙東西路，哭殺廚頭阮步兵。",乱石,245493d5-ed57-489e-aa36-45d6947f3cab,唐代,诗,,,,,"虎踞龙蹲纵复横,星光渐减雨痕生. 不须并碍东西路,哭杀厨头阮步兵."
漢皓,西風暮雨驚殘夢，應是巫山寄恨來。,句,938c9eac-51b4-47d9-9e44-29bec2d7fa3f,唐代,诗,,,,,"西风暮雨惊残梦,应是巫山寄恨来."
錢起,"晚泊武昌岸，津亭疎柳風。
數株曾手植，好事憶陶公。",江行无题一百首 五十五,2d3a6835-caa8-45c1-9873-0e2a2ad3406f,唐代,诗,,,,,"晚泊武昌岸,津亭疎柳风. 数株曾手植,好事忆陶公."
韓愈,"我衣之華兮，我佩之光。
陸君之去兮，誰與翺翔。
斂此大惠兮，施於一州。
今其去矣，胡不爲留。
我作此詩，歌於遠道。
無疾其驅，天子有詔。",送陆歙州傪,4196d48d-8b3d-4b74-b28c-1cecaa9f32fa,唐代,诗,,,,,"我衣之华兮,我佩之光. 陆君之去兮,谁与翺翔. 敛此大惠兮,施于一州. 今其去矣,胡不为留. 我作此诗,歌于远道. 无疾其驱,天子有诏."
劉象,"潔白孤高生不同，頂絲清軟冷搖風。
窺魚翹立荷香裏，慕侶低翻柳影中。
幾日下巢辭紫閣，多時凝目向晴空。
摩霄志在潛修羽，會接鑾凰別葦叢。",鹭鸶,8e1dbe55-0d25-4eb7-84f5-85674dfc2951,唐代,诗,,,,,"洁白孤高生不同,顶丝清软冷摇风. 窥鱼翘立荷香里,慕侣低翻柳影中. 几日下巢辞紫阁,多时凝目向晴空. 摩霄志在潜修羽,会接銮凰别苇丛."
杜甫,"清晨蒙菜把，常荷地主恩。
守者愆實數，略有其名存。
苦苣刺如針，馬齒葉亦繁。
青青嘉蔬色，埋沒在中園。
園吏未足怪，世事固堪論。
嗚呼戰伐久，荆棘暗長原。
乃知苦苣輩，傾奪蕙草根。
小人塞道路，爲態何喧喧。
又如馬齒盛，氣擁葵荏昏。
點染不易虞，絲麻雜羅紈。
一經器物內，永挂麤刺痕。
志士采紫芝，放歌避戎軒。
畦丁負籠至，感動百慮端。",园官送茶,246ff90e-bd5c-4e81-8637-f1605fa647d9,唐代,诗,,,,,"清晨蒙菜把,常荷地主恩. 守者愆实数,略有其名存. 苦苣刺如针,马齿叶亦繁. 青青嘉蔬色,埋没在中园. 园吏未足怪,世事固堪论. 呜呼战伐久,荆棘暗长原. 乃知苦苣辈,倾夺蕙草根. 小人塞道路,为态何喧喧. 又如马齿盛,气拥葵荏昏. 点染不易虞,丝麻杂罗纨. 一经器物内,永挂麤刺痕. 志士采紫芝,放歌避戎轩. 畦丁负笼至,感动百虑端."
李商隱,"潘岳無妻客爲愁，新人來坐舊妝樓。
春風猶自疑聯句，雪絮相和飛不休。",过招国李家南园二首 一,5bfdfaf3-7ec6-459b-9c62-d04f3b755ba2,唐代,诗,,,,,"潘岳无妻客为愁,新人来坐旧妆楼. 春风犹自疑联句,雪絮相和飞不休."
不詳,"香風引到大羅天，月地雲階拜洞仙。
共道人間惆悵事，不知人夕是何年。",牛僧孺入薄后庙与诸后妃共吟诗(题拟) 牛僧孺作诗,07bdb559-4d76-408f-a58c-3a0456bc1fbf,唐代,诗,,,,,"香风引到大罗天,月地云阶拜洞仙. 共道人间惆怅事,不知人夕是何年."
鄭谷,"湛湛清江疊疊山，白雲白鳥在其間。
漁翁醉睡又醒睡，誰道皇天最惜閑。",浯溪,618dc75f-4bc9-4f52-b1aa-ef8efdea4d8c,唐代,诗,,,,,"湛湛清江叠叠山,白云白鸟在其间. 渔翁醉睡又醒睡,谁道皇天最惜闲."
盧綸,"臨杯忽泫然，非是惡離弦。
塵陌望松雪，我衰君少年。
幽僧曝山果，寒鹿守冰泉。
感物如有待，況依回也賢。",送赵真长归夏县旧山依阳征君读书,d27cb764-d288-47e1-b54b-f25af928338d,唐代,诗,,,,,"临杯忽泫然,非是恶离弦. 尘陌望松雪,我衰君少年. 幽僧曝山果,寒鹿守冰泉. 感物如有待,况依回也贤."
張祜,"朱閣鱗虛搆，環瞻極水鄉。
青螺蔟山色，白練展湖光。
矗戶浮雲過，斜軒早鴈翔。
萬簷攢肆邸，千葉溢津航。
疊供儳寒碧，飛窗漏夕陽。
月輪霄輾棟，風鐸曙鏗廊。
塔聳尖層出，河縈小派長。
因還九霄上，凝步獨成章。
。",题重玄寺阁八韵,8b1b22a4-37a9-4916-a724-9cf313cda916,唐代,诗,,,,,"朱阁鳞虚搆,环瞻极水乡. 青螺蔟山色,白练展湖光. 矗户浮云过,斜轩早鴈翔. 万簷攒肆邸,千叶溢津航. 叠供儳寒碧,飞窗漏夕阳. 月轮霄辗栋,风铎曙铿廊. 塔耸尖层出,河萦小派长. 因还九霄上,凝步独成章. ."
易靜,"軍（川本作「城」）營內，牛馬夜間鳴。
必有暴兵來覓鬬，直須防備夜偷營，速暗布精兵。","兵要望江南 占兽第二十(京本列第二十二,前六首另作「占牛马第十八」○三十四首) 六",74d5613c-7fcc-43c2-a74f-d4b364f77e0e,唐代,诗,,,,,"军(川本作「城」)营内,牛马夜间鸣. 必有暴兵来觅鬬,直须防备夜偷营,速暗布精兵."
徐夤,"早起雀聲送喜頻，白魚芳酒寄來珍。
馨香乍揭春風甕，撥刺初辭夜雨津。
樽闊最宜澄桂液，網疎殊未損霜鱗。
不曾垂釣兼親醞，堪愧金臺醉飽身。",谢主人惠绿酒白鱼,7af43a17-25bc-4308-832c-5ac0fb99483c,唐代,诗,,,,,"早起雀声送喜频,白鱼芳酒寄来珍. 馨香乍揭春风瓮,拨刺初辞夜雨津. 樽阔最宜澄桂液,网疎殊未损霜鳞. 不曾垂钓兼亲酝,堪愧金台醉饱身."
賈島,"北門楊柳葉，不覺已繽紛。
值鶴因臨水，迎僧忽背雲。
白鬚相並出，清淚兩行分。
默默空朝夕，苦吟誰喜聞。",秋暮,aa1f13cf-fc73-4c9f-942d-6c87d8a76f09,唐代,诗,,,,,"北门杨柳叶,不觉已缤纷. 值鹤因临水,迎僧忽背云. 白须相并出,清泪两行分. 默默空朝夕,苦吟谁喜闻."
溫庭筠,"隔石覓屐跡，西溪迷雞啼。
小鳥擾曉沼，犂泥齊低畦。",雨中与李先生期垂钓先后相失因作叠韵,63d2442b-288b-4ae8-9ad7-bb0019891906,唐代,诗,,,,,"隔石觅屐迹,西溪迷鸡啼. 小鸟扰晓沼,犂泥齐低畦."
韋應物,"素友俱薄世，屢招清景賞。
鳴鐘悟音聞，宿昔心已往。
重門相洞達，高宇亦遐朗。
嵐嶺曉城分，清陰夏條長。
氳氛芳臺馥，蕭散竹池廣。
平荷隨波泛，廻飆激林響。
蔬食遵道侶，泊懷遺滯想。
何彼塵昏人，區區在天壤。",慈恩伽蓝清会,a4ea207f-f164-4ca6-8901-823d810415a4,唐代,诗,,,,,"素友俱薄世,屡招清景赏. 鸣钟悟音闻,宿昔心已往. 重门相洞达,高宇亦遐朗. 岚岭晓城分,清阴夏条长. 氲氛芳台馥,萧散竹池广. 平荷随波泛,廻飙激林响. 蔬食遵道侣,泊怀遗滞想. 何彼尘昏人,区区在天壤."
白居易,"氈帳胡琴出塞曲，蘭塘越櫂弄潮聲。
何言此處同風月，薊北江南萬里情。",池边即事,104b0aa6-35d3-41f8-9961-a66fd899631c,唐代,诗,,,,,"毡帐胡琴出塞曲,兰塘越櫂弄潮声. 何言此处同风月,蓟北江南万里情."
戴叔倫,"前宮路非遠，舊苑春將遍。
玉戶看早梅，雕梁數飛燕。
身輕逐舞袖，香暖傳歌扇。
自和秋風詞，長侍昭陽殿。
誰信後庭人，年年獨不見。",独不见,657adab1-891f-4ad7-8570-10676fef36ec,唐代,诗,,,,,"前宫路非远,旧苑春将遍. 玉户看早梅,雕梁数飞燕. 身轻逐舞袖,香暖传歌扇. 自和秋风词,长侍昭阳殿. 谁信后庭人,年年独不见."
盧士衡,"千年埋沒竟何爲，變化宜將萬物齊。
安得風胡借方便，鑄成神劍斬鯨鯢。",钟陵铁柱,7cf5a7bf-abd6-4eb7-8902-dfbfb183c805,唐代,诗,,,,,"千年埋没竟何为,变化宜将万物齐. 安得风胡借方便,铸成神剑斩鲸鲵."
羅鄴,"夢斷南窗啼曉烏，新霜昨夜下庭梧。
不知簾外如珪月，還照邊城到曉無。",秋怨,aa7033e7-70ad-449c-8ae8-40ea460f2604,唐代,诗,,,,,"梦断南窗啼晓乌,新霜昨夜下庭梧. 不知帘外如珪月,还照边城到晓无."
齊己,"聞說征人說，嗚嗚何處邊。
孤城沙塞地，殘月雪霜天。
會轉胡風急，吹長磧雁連。
應傷漢車騎，名未勒燕然。",角,36f66970-f369-4a07-bbe4-aabe9be62d75,唐代,诗,,,,,"闻说征人说,呜呜何处边. 孤城沙塞地,残月雪霜天. 会转胡风急,吹长碛雁连. 应伤汉车骑,名未勒燕然."
司空圖,"幽徑入桑麻，塢西逢一家。
編籬薪帶繭，補屋草和花。",独坐,1fc1b07d-cf86-49f1-ab28-cede8b546e49,唐代,诗,,,,,"幽径入桑麻,坞西逢一家. 编篱薪带茧,补屋草和花."
周曇,"割地求和國必危，安知堅守絕來思。
年年來伐年年割，割盡韓鄲何所之。",春秋战国门 虞卿,9f05d684-2335-4aef-9deb-dec38328bb7b,唐代,诗,,,,,"割地求和国必危,安知坚守绝来思. 年年来伐年年割,割尽韩郸何所之."
西施,"雲霞出沒羣峰外，鷗鳥浮沈一水間。
一自越兵齊振地，夢魂不到虎丘山。",西施诗,184771db-dc12-4e83-b701-4f741f09efcb,唐代,诗,,,,,"云霞出没群峰外,鸥鸟浮沈一水间. 一自越兵齐振地,梦魂不到虎丘山."
王維,"萋萋春草秋綠，落落長松夏寒。
牛羊自歸村巷，童稚不識衣冠。",田园乐七首 四,2cd621d8-f22f-470d-974a-d6ef2892171f,唐代,诗,"['写人', '写景', '田园']",,,,"萋萋春草秋绿,落落长松夏寒. 牛羊自归村巷,童稚不识衣冠."
皎然,"風吹殘柳絲，孤客欲歸時。
掩抑楚弦絕，離披湘葉衰。
前軍猶轉戰，故國杳難期。
北望鴈門雪，空吟平子詩。",送李季良北归,c2a82c4d-8c7d-4c02-a5a8-3268bd1c085d,唐代,诗,,,,,"风吹残柳丝,孤客欲归时. 掩抑楚弦绝,离披湘叶衰. 前军犹转战,故国杳难期. 北望鴈门雪,空吟平子诗."
陳陶,"猗猗小豔夾通衢，晴日熏風笑越姝。
只是紅芳移不得，刺桐屏幛滿中都。",泉州刺桐花咏兼呈赵使君 四,ea8c55bb-8c45-44f5-b3de-0e91c79921bd,唐代,诗,,,,,"猗猗小艳夹通衢,晴日熏风笑越姝. 只是红芳移不得,刺桐屏幛满中都."
王勃,"上巳年光促，中川興緒遙。
綠齊山葉滿，紅洩片花銷。
泉聲喧後澗，虹影照前橋。
遽悲春望遠，江路積波潮。",上巳浮江宴韵得遥字,118a90d5-3a84-47d0-8261-5d92fb2da00a,唐代,诗,,,,,"上巳年光促,中川兴绪遥. 绿齐山叶满,红泄片花销. 泉声喧后涧,虹影照前桥. 遽悲春望远,江路积波潮."
李中,"閑齋病初起，心緒復悠悠。
開篋羣書蠹，聽蟬滿樹秋。
詩魔還漸動，藥債未能酬。
爲憶前山色，扶持上小樓。",病中作,c41d63e5-7f9b-45df-a6cf-e5e8e9b38b38,唐代,诗,,,,,"闲斋病初起,心绪复悠悠. 开箧群书蠹,听蝉满树秋. 诗魔还渐动,药债未能酬. 为忆前山色,扶持上小楼."
元結,"東南三千里，沅湘爲太湖。
湖上山谷深，有人多似愚。
嬰孩寄樹顛，就水捕鷠鱸。
所歡同鳥獸，身意復何拘。
吾行遍九州，此風皆已無。
吁嗟聖賢敎，不覺久躊躕。",系乐府十二首 思太古,5de3245d-8e8a-44df-88a4-d154aaca2983,唐代,诗,['太湖'],,,,"东南三千里,沅湘为太湖. 湖上山谷深,有人多似愚. 婴孩寄树颠,就水捕鷠鲈. 所欢同鸟兽,身意复何拘. 吾行遍九州,此风皆已无. 吁嗟圣贤教,不觉久踌蹰."
貫休,"常思將道者，高論地爐傍。
迂談無世味，夜深山木僵。
下山遭離亂，多病惟深藏。
一別三十年，煙水空茫茫。",闻无相道人顺世五首 三,db52ba9d-b7c0-4a0a-9b69-4d55c3d4f2f5,唐代,诗,,,,,"常思将道者,高论地炉傍. 迂谈无世味,夜深山木僵. 下山遭离乱,多病惟深藏. 一别三十年,烟水空茫茫."
方干,"舉目縱然非我有，思量似在故山時。
鶴盤遠勢投孤嶼，蟬曳殘聲過別枝。
涼月照窗欹枕倦，澄泉遶石泛觴遲。
青雲未得平行去，夢到江南身旅羇。",旅次洋州寓居郝氏林亭,49a003d9-bac0-4745-9dc2-58fb0c2fb266,唐代,诗,"['思乡', '感伤', '写景']",,,,"举目纵然非我有,思量似在故山时. 鹤盘远势投孤屿,蝉曳残声过别枝. 凉月照窗欹枕倦,澄泉遶石泛觞迟. 青云未得平行去,梦到江南身旅羇."
張籍,"白髮如今欲滿頭，從來百事盡應休。
祗於觸目須防病，不擬將心更養愁。
下藥遠求新熟酒，看山多上最高樓。
賴君同在京城住，每到花前免獨遊。",书怀寄王秘书,74c637b5-6125-4c59-9d66-1932b721ee82,唐代,诗,,,,,"白发如今欲满头,从来百事尽应休. 祗于触目须防病,不拟将心更养愁. 下药远求新熟酒,看山多上最高楼. 赖君同在京城住,每到花前免独游."
權德輿,"龍劒昔未發，泥沙相晦藏。
向非張茂先，孰辨斗牛光。
神物不自達，聖賢亦彷徨。
我行豐城野，慷慨心內傷。",丰城劒池驿感题,344f82e5-6f1c-4ea9-a4c2-49041091256e,唐代,诗,,,,,"龙劒昔未发,泥沙相晦藏. 向非张茂先,孰辨斗牛光. 神物不自达,圣贤亦彷徨. 我行丰城野,慷慨心内伤."
歐陽玭,"關勢遙臨海，峰巒半入雲。
煙中獨鳥下，潭上雜花熏。
寄遠悲春草，登臨憶使君。
此時還極目，離思更紛紛。",新岭临眺寄连总进士,10d7b11d-ff01-4218-9d09-d7d04ddfc763,唐代,诗,,,,,"关势遥临海,峰峦半入云. 烟中独鸟下,潭上杂花熏. 寄远悲春草,登临忆使君. 此时还极目,离思更纷纷."
杜甫,"旄頭彗紫微，無復俎豆事。
金甲相排蕩，青衿一顦顇。
嗚呼已十年，儒服弊於地。
征夫不遑息，學者淪素志。
我行洞庭野，歘得文翁肆。
侁侁胄子行，若舞風雩至。
周室宜中興，孔門未應棄。
是以資雅才，渙然立新意。
衡山雖小邑，首唱恢大義。
因見縣尹心，根源舊宮閟。
講堂非曩搆，大屋加塗墍。
下可容百人，牆隅亦深邃。
何必三千徒，始壓戎馬氣。
林木在庭戶，密幹疊蒼翠。
有井朱夏時，轆轤凍階戺。
耳聞讀書聲，殺伐災髣髴。
故國延歸望，衰顏減愁思。
南紀改波瀾，西河共風味。
采詩倦跋涉，載筆尚可記。
高歌激宇宙，凡百慎失墜。",题衡山县文宣王庙新学堂呈陆宰,704cf3c8-46c0-4e9f-b015-7e386bd0eff2,唐代,诗,"['衡山', '洞庭湖']",,,,"旄头彗紫微,无复俎豆事. 金甲相排荡,青衿一顦顇. 呜呼已十年,儒服弊于地. 征夫不遑息,学者沦素志. 我行洞庭野,歘得文翁肆. 侁侁胄子行,若舞风雩至. 周室宜中兴,孔门未应弃. 是以资雅才,涣然立新意. 衡山虽小邑,首唱恢大义. 因见县尹心,根源旧宫閟. 讲堂非曩搆,大屋加涂墍. 下可容百人,墙隅亦深邃. 何必三千徒,始压戎马气. 林木在庭户,密干叠苍翠. 有井朱夏时,辘轳冻阶戺. 耳闻读书声,杀伐灾髣髴. 故国延归望,衰颜减愁思. 南纪改波澜,西河共风味. 采诗倦跋涉,载笔尚可记. 高歌激宇宙,凡百慎失坠."
顧況,"君不見擔雪塞井空用力，炊砂作飯豈堪食。
一生肝膽向人盡，相識不如不相識。
冬青樹上挂凌霄，歲晏花凋樹不凋。
凡物各自有根本，種禾終不生荳苗。
行路難，行路難，何處是平道。
中心無事當富貴，今日看君顏色好。",行路难三首 一,ee096afe-357e-40fd-bc25-19361ea20a08,唐代,诗,,,,,"君不见担雪塞井空用力,炊砂作饭岂堪食. 一生肝胆向人尽,相识不如不相识. 冬青树上挂凌霄,岁晏花凋树不凋. 凡物各自有根本,种禾终不生荳苗. 行路难,行路难,何处是平道. 中心无事当富贵,今日看君颜色好."
傅翕,"衆生是佛祖，佛是衆生翁。
三寶不相離，菩提皆共同。
行路易，路易真無作。
持經不動口，坐禪終日臥。",行路易十五首 二,07f07083-25b9-46a9-8e0c-8e3867cc8854,唐代,诗,,,,,"众生是佛祖,佛是众生翁. 三宝不相离,菩提皆共同. 行路易,路易真无作. 持经不动口,坐禅终日卧."
鄭谷,"禾黍不陽豔，競栽桃李春。
翻令力耕者，半作賣花人。",感兴,9475130c-3a09-49e2-ac32-eaf4866227a6,唐代,诗,,,,,"禾黍不阳艳,竞栽桃李春. 翻令力耕者,半作卖花人."
李端,"不才先上第，詞客却空還。
邊地行人少，平蕪盡日閒。
一蟬陂樹裏，衆火隴雲間。
羨汝歸茅屋，書窗見遠山。",送衞雄下第归同州,f8abbcf9-6e8c-474c-a9e0-cdf19686d015,唐代,诗,,,,,"不才先上第,词客却空还. 边地行人少,平芜尽日闲. 一蝉陂树里,众火陇云间. 羡汝归茅屋,书窗见远山."
羅鄴,"舊國多將泉石親，西遊愛此拂行塵。
簾開山色離亭午，步入松香別島春。
誰肯暫安耕釣地，相逢謾歎路岐身。
歸期不及桃花水，江上何曾鱠雪鱗。",春日过寿安山馆,52a46df5-f913-4649-b9c1-d1c47ac5eb88,唐代,诗,,,,,"旧国多将泉石亲,西游爱此拂行尘. 帘开山色离亭午,步入松香别岛春. 谁肯暂安耕钓地,相逢谩叹路岐身. 归期不及桃花水,江上何曾鲙雪鳞."
馮伉,"撰日瞻景，誠陳樂張。
禮容秩秩，羽舞煌煌。
肅將滌濯，祗薦芬芳。
永錫繁祉，思深享嘗。",享文恭太子庙乐章二首 一,37800dd9-895c-4fcc-8bb6-3ce8f3437c21,唐代,诗,,,,,"撰日瞻景,诚陈乐张. 礼容秩秩,羽舞煌煌. 肃将涤濯,祗荐芬芳. 永锡繁祉,思深享尝."
白居易,"麗句勞相贈，佳期恨有違。
早知留酒待，悔不趁花歸。
春盡綠醅老，雨多紅萼稀。
今朝如一醉，猶得及芳菲。",荅韦八,4b14acee-b0cb-4d95-9f75-305e88d21837,唐代,诗,,,,,"丽句劳相赠,佳期恨有违. 早知留酒待,悔不趁花归. 春尽绿醅老,雨多红萼稀. 今朝如一醉,犹得及芳菲."
白居易,"戛玉敲冰聲未停，嫌雲不遏入青冥。
爭得黃金滿衫袖，一時拋與斷年聽。",听田顺儿歌,401c1e34-c0a2-4d90-968c-43d1daa325f4,唐代,诗,,,,,"戛玉敲冰声未停,嫌云不遏入青冥. 争得黄金满衫袖,一时抛与断年听."
赵孟坚,"一百二十年，两番甲子。
前番风霜饱谙矣。
今番甲子，一似腊尽春至。
程程有好在，应惭愧。
莫道官贫，胜如无底。
随分杯筵称家计。
从今数去，尚有五十八生朝里。
待儿官大，做奢遮会。",感皇恩,,宋代,词,,,感皇恩,,"一百二十年,两番甲子. 前番风霜饱谙矣. 今番甲子,一似腊尽春至. 程程有好在,应惭愧. 莫道官贫,胜如无底. 随分杯筵称家计. 从今数去,尚有五十八生朝里. 待儿官大,做奢遮会."
向,"瘦损东阳缘底事，离愁别恨难禁。
夜长谁共拥孤衾。
来时青鬓在，今已二毛侵。
流水青山依旧是，兰桡往事空寻。
一番风雨又春深。
桃花都落尽，赢得是清阴。",临江仙,,宋代,词,,,临江仙,,"瘦损东阳缘底事,离愁别恨难禁. 夜长谁共拥孤衾. 来时青鬓在,今已二毛侵. 流水青山依旧是,兰桡往事空寻. 一番风雨又春深. 桃花都落尽,赢得是清阴."
贺铸,"翠縠参差拂水风。
暖云如絮扑低空。
丽人波脸觉春融。
缨挂宝钗初促席，檀高微注玉杯红。
芳醪何似此情浓。",浣溪沙,,宋代,词,,,浣溪沙,,"翠縠参差拂水风. 暖云如絮扑低空. 丽人波脸觉春融. 缨挂宝钗初促席,檀高微注玉杯红. 芳醪何似此情浓."
吴潜,"秋凉佳月。
扫尽轻衫热。
便欲乘风归去，冰玉界、琼林阙。
不须持寸铁。
孤吟风措别。
且唱东坡水调，清露下、满襟雪。",霜天晓角,,宋代,词,,,霜天晓角,,"秋凉佳月. 扫尽轻衫热. 便欲乘风归去,冰玉界、琼林阙. 不须持寸铁. 孤吟风措别. 且唱东坡水调,清露下、满襟雪."
魏了翁,"岸容山意，随春好，人在春风独立。
立尽闲云来又去，目断一天红日。
岂不怀归，於焉信宿，此意无人识。
只看鬓发，丝丝都为人白。
风露正满人间，齁齁睡息，浑不知南北。
要上南山披荟蔚，谁是同心相觅。
天运无穷，事机难料，只有储才急。
愿公寿考，养成元祐人物。",念奴娇,,宋代,词,,,念奴娇,,"岸容山意,随春好,人在春风独立. 立尽闲云来又去,目断一天红日. 岂不怀归,于焉信宿,此意无人识. 只看鬓发,丝丝都为人白. 风露正满人间,齁齁睡息,浑不知南北. 要上南山披荟蔚,谁是同心相觅. 天运无穷,事机难料,只有储才急. 愿公寿考,养成元祐人物."
