author,paragraphs,title,id,dynasty,genre,tags,notes,rhythmic,prologue,content
王之望,"浩蕩天花弄曉光，春風未轉忽芬芳。
人躋物外紅塵遠，境墮壺中白晝長。
風柳冷飄三月絮，寒梅幽寄一枝香。
朝來暴喜家風貴，圓璧方圭滿舍旁。",和李清卿雪,32d6e4f5-89c7-4fba-8c84-cfd9e2b40a82,宋代,诗,,,,,"浩荡天花弄晓光,春风未转忽芬芳. 人跻物外红尘远,境堕壶中白昼长. 风柳冷飘三月絮,寒梅幽寄一枝香. 朝来暴喜家风贵,圆璧方圭满舍旁."
方一夔,"淵明避俗士，出語未必俗。
衝口吐奇偉，往往寫心腹。
外韜中勁剛，芒刃不堪觸。
如渠不絃琴，非絲亦非木。
樂天後此翁，逸駕追奔躅。
未知溝中斷，孰與朱與綠。
吾觀外國風，雅麗豈不足。
自從受繩削，稗語棄不錄。
嗟彼千載人，何但詩可續。
誰能學柳下，不受嫠也宿。",读白乐天诗,3318bcee-37e9-4e00-8658-cc20f98e3234,宋代,诗,,,,,"渊明避俗士,出语未必俗. 冲口吐奇伟,往往写心腹. 外韬中劲刚,芒刃不堪触. 如渠不弦琴,非丝亦非木. 乐天后此翁,逸驾追奔躅. 未知沟中断,孰与朱与绿. 吾观外国风,雅丽岂不足. 自从受绳削,稗语弃不录. 嗟彼千载人,何但诗可续. 谁能学柳下,不受嫠也宿."
嚴粲,"種竹宜疎延夜月，澆花須早趁晨陰。
溪邊釣石勤時掃，恐有詩人來醉吟。",示园丁,8fc75b8e-aea0-46f7-ac83-fd2bd511dce8,宋代,诗,,,,,"种竹宜疎延夜月,浇花须早趁晨阴. 溪边钓石勤时扫,恐有诗人来醉吟."
劉筠,"百尺青樓大道邊，五陵遊騎驍翩翩。
不思夜魄過三五，祇問春醪賞十千。
密鎖香雲深處戶，亂飄梨雪晚來天。
愁眉豈待歌成慘，咫尺河陽信未傳。",洞户,b569a270-fde2-4b3a-b51a-cd21cb002362,宋代,诗,,,,,"百尺青楼大道边,五陵游骑骁翩翩. 不思夜魄过三五,祇问春醪赏十千. 密锁香云深处户,乱飘梨雪晚来天. 愁眉岂待歌成惨,咫尺河阳信未传."
吳芾,"人道樓前礙甕城，無多山色到簷楹。
那知皂蓋行春日，却與春風最有情。",东楼落成二绝 其二,6a336d76-cc44-4a81-82fd-f43aa2882265,宋代,诗,,,,,"人道楼前碍瓮城,无多山色到簷楹. 那知皂盖行春日,却与春风最有情."
呂本中,詩題：白公守蘇時劉夢得守杭（和）有歲暮贈劉詩三首因效其體寄齊州無咎二歌首句：過去生中作兄弟江南歲晚水風寒關河戰國東秦地。,存目,5e5d684c-13f8-4a4d-8075-aa0ca1de75c2,宋代,诗,,,,,诗题:白公守苏时刘梦得守杭(和)有岁暮赠刘诗三首因效其体寄齐州无咎二歌首句:过去生中作兄弟江南岁晚水风寒关河战国东秦地.
張耒,"繫纜寒沙傷客情，秋雲不動夜陰生。
蕭蕭兩岸黄榆葉，解報三更雨到聲。",宿第四铺,53a9a198-1083-4824-9f45-8bec7badc25c,宋代,诗,,,,,"系缆寒沙伤客情,秋云不动夜阴生. 萧萧两岸黄榆叶,解报三更雨到声."
劉接,興於東晉廢於陳。,句 其一,9be439ec-5258-46f5-b44f-545a8d532eac,宋代,诗,,,,,兴于东晋废于陈.
蘇軾,"栘中老監本虛名，懶作燕山萬里行。
坐看飛鴻迎使節，歸來駿馬換傾城。
高才本不緣勳閥，餘力還思治蜀兵。
西望雪山烽火盡，不妨樽酒寄平生。",次韵许冲元送成都高士敦钤辖,0f371598-73d9-4f4f-9bad-f7f2d3c18203,宋代,诗,,,,,"栘中老监本虚名,懒作燕山万里行. 坐看飞鸿迎使节,归来骏马换倾城. 高才本不缘勋阀,余力还思治蜀兵. 西望雪山烽火尽,不妨樽酒寄平生."
張耒,"青衫厭著待封侯，慷慨知君定遠流。
莫歎書生長齷齪，元戎曾與報更籌。",和房日严换武诗,a005310a-690d-4d79-a42f-d76d65213e34,宋代,诗,,,,,"青衫厌著待封侯,慷慨知君定远流. 莫叹书生长龌龊,元戎曾与报更筹."
蘇泂,"烏衣巷側長干寺，暇日閒來看一回。
未覺六朝興廢迹，凄涼先傍眼邊來。",金陵杂兴二百首 其九九,786b7880-9829-49e0-a39f-0628d3a63fd4,宋代,诗,,,,,"乌衣巷侧长干寺,暇日闲来看一回. 未觉六朝兴废迹,凄凉先傍眼边来."
王安石,"霜澤與天杳，旁臨無限情。
他時散髮處，最愛垂虹亭。
飄然平生遊，捨我戴吳星。
欲往獨不得，都門看揚舲。
到縣問疾苦，爲予求所經。
當知耕牧地，往往茭蒲青。
三江斷其二，洚水何由寧。
微子好古者，此歌尚誰聽。",送裴如晦宰吴江,7af15385-b64c-4aa1-849f-0f9df1fdf5f4,宋代,诗,,,,,"霜泽与天杳,旁临无限情. 他时散发处,最爱垂虹亭. 飘然平生游,舍我戴吴星. 欲往独不得,都门看扬舲. 到县问疾苦,为予求所经. 当知耕牧地,往往茭蒲青. 三江断其二,洚水何由宁. 微子好古者,此歌尚谁听."
趙蕃,"我本江湖一釣竿，直鈎不幸得魚難。
雖然尚有扁舟念，一到君齋作是觀。",徐君季纯常德教授廨中名一室曰如舟取东坡为宛丘诗而云也过之欲为赋诗意到辄书故不免杂出君居龙游故有盈川之句诗臞云者盖初未识而为簿公曾元之所言也凡五首 其二,5bec84d1-733f-4e2e-8f69-47f46696f3b9,宋代,诗,,,,,"我本江湖一钓竿,直钩不幸得鱼难. 虽然尚有扁舟念,一到君斋作是观."
方岳,"樹擎晚色柔枝碧，兔睡晴香老月寒。
自滴玉蜍秋滿袖，輕雲片片泊闌干。",梦中 其二,a261fdb0-4524-4088-9e2e-8e7731c3cd64,宋代,诗,,,,,"树擎晚色柔枝碧,兔睡晴香老月寒. 自滴玉蜍秋满袖,轻云片片泊阑干."
章甫,"登臨筋力猶如昨，興廢循環自有時。
青石獨存超士傳，粉牌新得省郎詩。
雲山改色風生座，野鹿無蹤水滿池。
勝處只宜文字飲，不須紅袖苦追隨。",苏训直方夷吾相挽同饭招隠,273ba6b6-0444-4b61-bbbc-2b442104beb9,宋代,诗,,,,,"登临筋力犹如昨,兴废循环自有时. 青石独存超士传,粉牌新得省郎诗. 云山改色风生座,野鹿无踪水满池. 胜处只宜文字饮,不须红袖苦追随."
張耒,"北風卷地寒侵骨，凍雪連山鳥不飛。
試問朱門餘酒肉，幾人迴首念無衣。",北风,49e70f86-377f-42d1-897c-de0492c84970,宋代,诗,,,,,"北风卷地寒侵骨,冻雪连山鸟不飞. 试问朱门余酒肉,几人回首念无衣."
釋居簡,"截流過了復隨流，七十二峯橫點頭。
拶到無錐無卓處，太湖空闊跨三州。",送明上人归洞庭,aa72b3fc-ca00-4d7c-b470-cb0492e1644a,宋代,诗,"['太湖', '洞庭湖']",,,,"截流过了复随流,七十二峰横点头. 拶到无锥无卓处,太湖空阔跨三州."
李流謙,"黄流衮衮蹴天來，截岸夷洲不可裁。
鳬鶩疆封遽如許，莫貪浩渺徑須回。",偶成 其三,cd297c27-6146-4ef0-98ed-705f34f532ee,宋代,诗,,,,,"黄流衮衮蹴天来,截岸夷洲不可裁. 凫鹜疆封遽如许,莫贪浩渺径须回."
王當,"門無車馬喧，逕有松菊陰。
前窗面清泚，後戶依嶔岑。
就使世俗工，猶足寫幽深。
況今令尹賢，洞照先哲心。
出處異軌轍，丘壑同胸襟。
予知淡筆墨，良似無弦琴。
先生如明月，瑩潔照古今。
形模或能寫，光彩詎可臨。
寥寥千古意，當向筆下尋。
人心去典午，朝柄歸卯金。
豈無康濟心，且賦歸來吟。
天生卓犖姿，豈是甘山林。
當今急英賢，四海待商霖。
勉哉就功名，枯槁不足欽。",德清宰俞居安自画渊明图,aef6044e-e521-48c2-85dc-40452cf64244,宋代,诗,,,,,"门无车马喧,迳有松菊阴. 前窗面清泚,后户依嵚岑. 就使世俗工,犹足写幽深. 况今令尹贤,洞照先哲心. 出处异轨辙,丘壑同胸襟. 予知淡笔墨,良似无弦琴. 先生如明月,莹洁照古今. 形模或能写,光彩讵可临. 寥寥千古意,当向笔下寻. 人心去典午,朝柄归卯金. 岂无康济心,且赋归来吟. 天生卓荦姿,岂是甘山林. 当今急英贤,四海待商霖. 勉哉就功名,枯槁不足钦."
釋宗演,"大藏教文爲切脚，鉢囉娘義最深幽。
孔門弟子無人識，碧眼胡僧暗點頭。",颂古十七首 其一六,e68e20fe-e9c0-4e60-82fc-ac1182cb446d,宋代,诗,,,,,"大藏教文为切脚,钵啰娘义最深幽. 孔门弟子无人识,碧眼胡僧暗点头."
李長庚,"說着幽巖意已清，那堪地近一牛鳴。
塵縈俗累不容到，若見山靈煩寄聲。",陈士淳主簿举似与严庆曾主簿邓伯允仙尉同到阳华佳句且有岩下弄琴舟中吹笛之乐长庚虽不奉胜游辄继高韵 其一,fdacfc6d-4e07-4dea-813d-4bdcda017aae,宋代,诗,,,,,"说着幽岩意已清,那堪地近一牛鸣. 尘萦俗累不容到,若见山灵烦寄声."
陳普,"羽未禽時膽屢寒，羽禽不得一朝閑。
卯金四百年天下，却在雙娥一笑間。",咏史 汉高帝 其六,3508f0eb-8fc6-46d5-b87f-23767bb28311,宋代,诗,,,,,"羽未禽时胆屡寒,羽禽不得一朝闲. 卯金四百年天下,却在双娥一笑间."
方岳,"三印誰分陽羨茶，自煎蜀井瀹瓊花。
數間明月玉川屋，兩腋清風銀漢槎。
團鳳烹來奴僕等，老龍畢竟當行家。
相思幾夢山陰雪，搜攪平生書五車。",赵龙学寄阳羡茶为汲蜀井对琼花烹之,52546774-6d7e-4702-b1a4-b83b47b47085,宋代,诗,,,,,"三印谁分阳羡茶,自煎蜀井瀹琼花. 数间明月玉川屋,两腋清风银汉槎. 团凤烹来奴仆等,老龙毕竟当行家. 相思几梦山阴雪,搜搅平生书五车."
王十朋,"大拽今重過，江山記我無。
雲開列嶂秀，石峙一峯孤。
吏卒送迎異，舟車來徃殊。
鴻留泥上迹，飛去到江湖。",过大拽,8436e2b1-d070-4381-808c-a34eba67b39b,宋代,诗,,,,,"大拽今重过,江山记我无. 云开列嶂秀,石峙一峰孤. 吏卒送迎异,舟车来徃殊. 鸿留泥上迹,飞去到江湖."
楊備,"端門擊破使人驚，潛鶴雙飛上玉清。
怪得舊時聲太遠，沖天合自九臯鳴。",潜鹤鼓,5fbc1003-4f0d-4c11-af95-3064aa379105,宋代,诗,,,,,"端门击破使人惊,潜鹤双飞上玉清. 怪得旧时声太远,冲天合自九臯鸣."
方一夔,"一去昭陽入朔臺，羈魂流落不歸來。
葬從胡地留妃骨，死向南方颺后灰。
鴉噪莫看耘墓迹，酒香誰把洒陵杯。
茫茫草地人稀到，風急棠梨落又開。",清明二首 其二,15fc8baf-44ce-45bb-80fa-2f363e215cf4,宋代,诗,,,,,"一去昭阳入朔台,羁魂流落不归来. 葬从胡地留妃骨,死向南方飏后灰. 鸦噪莫看耘墓迹,酒香谁把洒陵杯. 茫茫草地人稀到,风急棠梨落又开."
周弼,"石龜無語對東風，海鶴曾迷曉市中。
三十六鱗朝夜月，玉釵人在水晶宮。",女坟湖,edc0a225-0ed7-4403-b85c-d9fccaf68d94,宋代,诗,,,,,"石龟无语对东风,海鹤曾迷晓市中. 三十六鳞朝夜月,玉钗人在水晶宫."
李廌,"登山蓋有道，迂叟真名論。
不困在徐行，不跌由足穩。
斯言可銘佩，萬事爲節撙。
推之爲躬行，天下國家本。",上山,a469a863-85bd-415f-b8ac-4a94cb036648,宋代,诗,,,,,"登山盖有道,迂叟真名论. 不困在徐行,不跌由足稳. 斯言可铭佩,万事为节撙. 推之为躬行,天下国家本."
張耒,"江城落木已窮秋，病客初寒欲襲裘。
暗室飛蚊猶撲面，不知天上火西流。",秋蚊,f0c4a9ab-9cdb-4ac2-bf42-7612b8765e13,宋代,诗,,,,,"江城落木已穷秋,病客初寒欲袭裘. 暗室飞蚊犹扑面,不知天上火西流."
陳造,"白玉毬團青玉枝，幽芳不恨見春遲。
酴醾過後榴花未，管領風光更是誰。",新林小憩见花二首 其一,6f1c8a2c-d503-40b9-a4d7-3705128acf18,宋代,诗,,,,,"白玉毬团青玉枝,幽芳不恨见春迟. 酴醾过后榴花未,管领风光更是谁."
韋驤,"元宵鎖宿禮闈清，春意寒威兩戰争。
月照樓臺疑晝景，風傳車馬訝雷聲。
蹉跎自愧青雲志，勤苦須憐皓首生。
勿嘆拘攣度良夕，共開精鍳選經明。",和赵达夫元夕礼闱锁宿,bf7ffd00-72cf-4c7f-ab4f-6cbd8112547e,宋代,诗,,,,,"元宵锁宿礼闱清,春意寒威两战争. 月照楼台疑昼景,风传车马讶雷声. 蹉跎自愧青云志,勤苦须怜皓首生. 勿叹拘挛度良夕,共开精鍳选经明."
舒岳祥,"作詩意得在句先，下筆直寫意所到。
世間惟俗最難醫，剖石得玉加精巧。
初如面壁無所睹，一點圓明通萬竅。
楊生楊生聽我言，老語諄諄毋乃耄。
生平十九未可量，淘洗晶熒方入妙。
一再三見志愈堅，嘉子至意爲傾倒。",赠杨佳孙,aef1c9a3-8278-4fd5-bafe-888c398fce5f,宋代,诗,,,,,"作诗意得在句先,下笔直写意所到. 世间惟俗最难医,剖石得玉加精巧. 初如面壁无所睹,一点圆明通万窍. 杨生杨生听我言,老语谆谆毋乃耄. 生平十九未可量,淘洗晶荧方入妙. 一再三见志愈坚,嘉子至意为倾倒."
韓淲,"濡須誰築塢，玉兔王迷離。
兩歲能爲守，五言應報詩。
息峰延月夜，稔稻得秋時。
湖海驚零落，無癡了事兒。",次韵王教授同寄昌甫器远无为临漳 其四,d9b5d279-606a-4836-a072-96239b102be4,宋代,诗,,,,,"濡须谁筑坞,玉兔王迷离. 两岁能为守,五言应报诗. 息峰延月夜,稔稻得秋时. 湖海惊零落,无痴了事儿."
曹勛,"客路空過桃李春，塞塵濕遍馬蹄痕。
薺花如雪薹苗老，應有垂楊綠蔭門。",接伴书怀,5131176c-cf25-4e6f-b59a-86465d568e8a,宋代,诗,,,,,"客路空过桃李春,塞尘湿遍马蹄痕. 荠花如雪苔苗老,应有垂杨绿荫门."
紹興卜者,"金紫玉青世所稀，牡丹花下探天機。
仙遊秀水真消息，身傍御爐香滿衣。",题观音石壁,06b89609-31fa-4624-95b6-c6030e5dc9ed,宋代,诗,,,,,"金紫玉青世所稀,牡丹花下探天机. 仙游秀水真消息,身傍御炉香满衣."
鄒浩,"采石仙人放小舟，荆州老子上南樓。
平生風度歸遐想，今日還逢第一流。",世美约仲孺述之同泛清潩登楼待月分得楼字 其二,d44a94a8-57e7-4034-9947-28f6dc63c773,宋代,诗,,,,,"采石仙人放小舟,荆州老子上南楼. 平生风度归遐想,今日还逢第一流."
黄庭堅,"折得寒香不露機，小窗斜日兩三枝。
羅帷翠幕深調護，已被遊蜂聖得知。",次韵中玉早梅二首 其二,ea4482dc-f109-47a2-a2d0-82f6429abe17,宋代,诗,,,,,"折得寒香不露机,小窗斜日两三枝. 罗帷翠幕深调护,已被游蜂圣得知."
方回,"占易用九六，初爻變乾坤。
時當退且慎，復命歸厥根。
渾天日夜轉，中星異旦昏。
北辰儼不動，帝居華蓋尊。
於人是爲心，君子嚴操存。
肯受外物汩，澡擾摇精魂。
皇澤甦旱暵，時雨翻天盆。
敢不效微力，先後風雷奔。",次韵汪以南闲居漫吟十首 其七,38caa40a-0128-49fa-a454-52de0cb28de6,宋代,诗,,,,,"占易用九六,初爻变乾坤. 时当退且慎,复命归厥根. 浑天日夜转,中星异旦昏. 北辰俨不动,帝居华盖尊. 于人是为心,君子严操存. 肯受外物汩,澡扰摇精魂. 皇泽苏旱暵,时雨翻天盆. 敢不效微力,先后风雷奔."
周密,"倚柁西風順，舟行勢若趨。
山平初月蚤，市遠晚煙孤。
客況三秋葉，鄉心兩岸蘆。
歸期何日穩，趁得菊花無。",还自奉口,39045bd3-0ee8-4784-9875-e93c2d05f1e0,宋代,诗,,,,,"倚柁西风顺,舟行势若趋. 山平初月蚤,市远晚烟孤. 客况三秋叶,乡心两岸芦. 归期何日稳,趁得菊花无."
汪應辰,"斯道有張弛，如天有冬春。
雍容貴可久，促迫終難親。
槁枿久乃腐，流水汲逾新。
雖云不窺圃，乘馬復何人。",复次数语呈知止,9516fdb2-815b-4dc2-9dcf-f12335b9c3c2,宋代,诗,,,,,"斯道有张弛,如天有冬春. 雍容贵可久,促迫终难亲. 槁枿久乃腐,流水汲逾新. 虽云不窥圃,乘马复何人."
孔平仲,"江上今朝寒雨歇，翛然欲下陰山雪。
山巔朱鳳聲嗷嗷，白鵠翅垂眼流血。
老夫清晨梳白頭，杖藜徐步立芳洲。
使我殘年但飽喫，微軀此外更何求。",寄孙元忠 其二九,1ba3d42b-f813-4fab-a0d2-96838ce59b33,宋代,诗,,,,,"江上今朝寒雨歇,翛然欲下阴山雪. 山巅朱凤声嗷嗷,白鹄翅垂眼流血. 老夫清晨梳白头,杖藜徐步立芳洲. 使我残年但饱吃,微躯此外更何求."
陳造,"別乘修程驥騄馳，書來猶肯記衰遲。
每思膠漆班荆地，敢忘風波在莒時。",寄郢州崔守八首 其五,a3866822-8393-428a-8bde-024fe7356f2f,宋代,诗,,,,,"别乘修程骥𫘧驰,书来犹肯记衰迟. 每思胶漆班荆地,敢忘风波在莒时."
吳惟信,"休說登山與繞溪，林間曾見入簷低。
盡開花去渾如雪，忽有香來即是題。
九客不容同氣味，六宮回首隔雲泥。
策勳商鼎何愁晚，幽意分明在短藜。",雨中对梅寄何户曹 其二,b6814a87-95a2-4679-92a3-136eb6681e5c,宋代,诗,,,,,"休说登山与绕溪,林间曾见入簷低. 尽开花去浑如雪,忽有香来即是题. 九客不容同气味,六宫回首隔云泥. 策勋商鼎何愁晚,幽意分明在短藜."
張日損,"百里凄清古縣城，阮郎陶令自相應。
非無柳影含彭澤，別有花光勝武陵。
閑醉想同莎外石，冷吟知共夜深燈。
紅塵未得尋高興，心過青山第幾層。",寄天台王炼师兼呈邑宰,c3d28472-d6c7-43f6-8d7b-49a7f2bc5c83,宋代,诗,,,,,"百里凄清古县城,阮郎陶令自相应. 非无柳影含彭泽,别有花光胜武陵. 闲醉想同莎外石,冷吟知共夜深灯. 红尘未得寻高兴,心过青山第几层."
陳杰,"書來草木吾臭味，詩有膽氣非黄冠。
清溪研露一雙鶴，蘇門嘯空千仞鸞。
愁連青燐引觴醉，憤入白虹提劍看。
誰識道人心最苦，半壇霜月夜漫漫。",题点易窗道人苏门遗啸,c07e9d1a-6fd9-4d30-ba4d-e5d4b41816ea,宋代,诗,,,,,"书来草木吾臭味,诗有胆气非黄冠. 清溪研露一双鹤,苏门啸空千仞鸾. 愁连青燐引觞醉,愤入白虹提剑看. 谁识道人心最苦,半坛霜月夜漫漫."
韓淲,"不見睡翁恰六年，郭文山下正鳴弦。
欲求一句無因耳，且錄舊詩殊恍然。",余伯皋持巩仲至三山诗卷来因借录之 其一,5f08da0d-5393-41af-a59d-8427cde8cde2,宋代,诗,,,,,"不见睡翁恰六年,郭文山下正鸣弦. 欲求一句无因耳,且录旧诗殊恍然."
秦觀,"樓觀相複重，邈然閟深樾。
九龍吐清泠，㶁㶁曾未絕。
罌缶馳千里，真珠猶不滅。
況復從茶僊，茲焉試葵月。
岸巾塵想消，散策佳興發。
何以慰遨嬉，操觚繼前轍。",同子瞻赋游惠山三首 其三,55e5ae21-f7b6-4118-a6f3-445c0dfe4bc7,宋代,诗,,,,,"楼观相复重,邈然閟深樾. 九龙吐清泠,㶁㶁曾未绝. 罂缶驰千里,真珠犹不灭. 况复从茶僊,兹焉试葵月. 岸巾尘想消,散策佳兴发. 何以慰遨嬉,操觚继前辙."
呂陶,"巨盗盤根歲月深，交流戰血競浮沈。
一言便解蒼生禍，何事君恩薄賈林。",王武俊,ad575622-139d-404c-a339-9efcd959e2ee,宋代,诗,,,,,"巨盗盘根岁月深,交流战血竞浮沈. 一言便解苍生祸,何事君恩薄贾林."
李廌,"黄金照地晉將軍，劍履盈門萬石君。
獨以德名追遠裔，盡將富貴比浮雲。
璚田種藥期公壽，夜壑移舟忽夢分。
彷彿平生阻瞻覿，一詩三嘆漫殷勤。",表高氏石公之墓,cc45357b-623c-440a-ae81-d4402e1f3397,宋代,诗,,,,,"黄金照地晋将军,剑履盈门万石君. 独以德名追远裔,尽将富贵比浮云. 璚田种药期公寿,夜壑移舟忽梦分. 仿佛平生阻瞻觌,一诗三叹漫殷勤."
曹勛,"畫工作江梅，粉繪良自誇。
吾儕暈澹墨，一枝纔數花。
風情意自足，橫斜不可加。
須知自古來，畫家須詩家。",山居杂诗九十首 其三五,4f9fa116-98c1-42ff-88d9-d286620cb9b8,宋代,诗,,,,,"画工作江梅,粉绘良自夸. 吾侪晕澹墨,一枝才数花. 风情意自足,横斜不可加. 须知自古来,画家须诗家."
强至,"長安古名都，漢唐以來帝王宅。
當時高冠大带接迹公卿間，聲名大半文章伯。
能書萬變軼出意象外，那跼體法就常格。
傑詞精翰在處勒琬琰，從此關西富碑石。
咸陽原頭螭蟠龜負不知數，風雨皴剝塵土蝕。
荒郊壞宇大者卧榛莽，小者老祠佛廟往往龕屋壁。
憶初來長安，于此心頗溺。
朝披夕購自忘倦，一紙不吝百金易。
豈惟讀辭玩點畫，漢唐往事皆歷歷。
始者累一以至百，今既累百至千未免廣搜覓。
古人載書兼兩懼猜謗，今我車載不足更囊積。
中郎知我有碑癖，封寄數本跨數驛。
中郎中郎雖欲遂愚癖，愚也字學不進。
文格不長，翻愧嗜此苦無益。
雖然古人亦或有所嗜，又恐一朝捨此愚意無以適。
碑乎誓將蓄汝永吾好，不已聖猶賢博奕。",谢三门提举辇运宋叔达郎中寄古碑杂言,526b82cd-abcd-4f41-ace9-41fce5cf26f4,宋代,诗,,,,,"长安古名都,汉唐以来帝王宅. 当时高冠大带接迹公卿间,声名大半文章伯. 能书万变轶出意象外,那跼体法就常格. 杰词精翰在处勒琬琰,从此关西富碑石. 咸阳原头螭蟠龟负不知数,风雨皴剥尘土蚀. 荒郊坏宇大者卧榛莽,小者老祠佛庙往往龛屋壁. 忆初来长安,于此心颇溺. 朝披夕购自忘倦,一纸不吝百金易. 岂惟读辞玩点画,汉唐往事皆历历. 始者累一以至百,今既累百至千未免广搜觅. 古人载书兼两惧猜谤,今我车载不足更囊积. 中郎知我有碑癖,封寄数本跨数驿. 中郎中郎虽欲遂愚癖,愚也字学不进. 文格不长,翻愧嗜此苦无益. 虽然古人亦或有所嗜,又恐一朝舍此愚意无以适. 碑乎誓将蓄汝永吾好,不已圣犹贤博奕."
劉敞,"百草迎年茂，羣花逼夏零。
天工感寥落，春事出丁寧。
皓月彫寒魄，鮮風結暖馨。
彩霞融縹緲，甘露灑清泠。
照坐千枝燭，搖空九子鈴。
輕黄金綴縷，凝碧玉鐫缾。
爛漫輔鮫錦，褵褷聚鶴翎。
問名驚競秀，變態駭流形。
鍾美應成媪，儲芳或景星。
意真乘澹泊，氣淑倚娉娗。
浄影臨彫檻，疏音隔後庭。
瑤妃旦酣酒，玉女夜窺櫺。
時世妝濃澹，朝雲夢窈冥。
魂從攀處亂，醉任看餘酲。
禁籞曾迂幸，天歌獨仰聽。
一時矜絕出，衆卉謝晶熒。
正爾生成巧，由來造化靈。
屬詞勞比興，圖象費丹青。
雨重碧油幕，燈昏雲母屏。
謫仙才不世，激賞爲君聆。",和府公二十韵,71b64578-9e52-4c13-9f2c-32ec5ad038ae,宋代,诗,,,,,"百草迎年茂,群花逼夏零. 天工感寥落,春事出丁宁. 皓月雕寒魄,鲜风结暖馨. 彩霞融缥缈,甘露洒清泠. 照坐千枝烛,摇空九子铃. 轻黄金缀缕,凝碧玉镌缾. 烂漫辅鲛锦,褵褷聚鹤翎. 问名惊竞秀,变态骇流形. 钟美应成媪,储芳或景星. 意真乘澹泊,气淑倚娉娗. 浄影临雕槛,疏音隔后庭. 瑶妃旦酣酒,玉女夜窥櫺. 时世妆浓澹,朝云梦窈冥. 魂从攀处乱,醉任看余酲. 禁籞曾迂幸,天歌独仰听. 一时矜绝出,众卉谢晶荧. 正尔生成巧,由来造化灵. 属词劳比兴,图象费丹青. 雨重碧油幕,灯昏云母屏. 谪仙才不世,激赏为君聆."
俞德鄰,"事叢緣網密，意廣忌才疎。
浩浩皇風遠，遲遲化日舒。
俗移三紀後，德洽百年餘。
擿伏非仁政，生民本一初。",送刘伯宣尹松江府五首 其四,94e5846c-fe8a-43a0-b9eb-f25a75e42b60,宋代,诗,,,,,"事丛缘网密,意广忌才疎. 浩浩皇风远,迟迟化日舒. 俗移三纪后,德洽百年余. 擿伏非仁政,生民本一初."
彭汝礪,"身似水中木，險夷惟所遭。
不堪誇拙速，可復嘆賢勞。
雨脚三冬少，塵頭一丈高。
故鄉何處是，南望首重搔。",长垣路中 其二,db680fcb-12aa-4c64-a637-aa3d9c2ea891,宋代,诗,,,,,"身似水中木,险夷惟所遭. 不堪夸拙速,可复叹贤劳. 雨脚三冬少,尘头一丈高. 故乡何处是,南望首重搔."
釋正覺,"豁浄虛通入覺場，體前一段本來光。
孤禪恰恰如擔板，默照明明似面牆。
秋光蘆華兩岸雪，夜寒桂月一船霜。
迢迢象外行歸路，雁字低低正夕陽。",与观禅者,37766ac3-5a06-45f4-89e4-a0ae2ea7c53e,宋代,诗,,,,,"豁浄虚通入觉场,体前一段本来光. 孤禅恰恰如担板,默照明明似面墙. 秋光芦华两岸雪,夜寒桂月一船霜. 迢迢象外行归路,雁字低低正夕阳."
王令,"於忽乎，不可以爲，其又奚爲。
謂雞斯飛，誰得而覊。
謂豕斯突，何取於縛。
是皆以食而得之，吾方饑而噫。
雞兮豕兮，死以是兮。",于忽操 其三,d2bd65a5-0135-482f-a8dc-8065addb40f0,宋代,诗,,,,,"于忽乎,不可以为,其又奚为. 谓鸡斯飞,谁得而覊. 谓豕斯突,何取于缚. 是皆以食而得之,吾方饥而噫. 鸡兮豕兮,死以是兮."
鄭文寶,"百花深處小危樓，千步蒼苔到葉舟。
一夜楚江寒食雨，離人白盡未歸頭。",题松滋东禅院,94c35a5a-dbff-4fc8-94c3-03885a3b8545,宋代,诗,,,,,"百花深处小危楼,千步苍苔到叶舟. 一夜楚江寒食雨,离人白尽未归头."
晁補之,"去歲相携此地遊，西風垂果奉靈湫。
春工變化渾無跡，紅滿枝條綠滿洲。",复至凝祥池上,47b624c9-48f6-4945-bdda-c0a6deb2dcd4,宋代,诗,,,,,"去岁相携此地游,西风垂果奉灵湫. 春工变化浑无迹,红满枝条绿满洲."
晁說之,"征衣窮塞暮冬時，讀盡龍城太守詩。
若使生平詩盡在，濯纓無淚爲君垂。",行县途中读柳子厚诗,169f6af1-d707-4dd7-a2f0-f22e1f09549f,宋代,诗,,,,,"征衣穷塞暮冬时,读尽龙城太守诗. 若使生平诗尽在,濯缨无泪为君垂."
虞儔,"朝雨城南柳色新，溪光溶漾宛如銀。
地偏心遠開三徑，風引船回欠一巡。
二月欲來正月盡，三分已過一分春。
鶑啼燕舞非吾事，管領韶華自有人。",休日欲报谒林子长值雨不能前用小诗以谢不敏,b35fecb8-5db4-4896-84f2-7eea421d9b83,宋代,诗,,,,,"朝雨城南柳色新,溪光溶漾宛如银. 地偏心远开三径,风引船回欠一巡. 二月欲来正月尽,三分已过一分春. 鶑啼燕舞非吾事,管领韶华自有人."
陳造,"雪翎如扇十鈞弓，霹靂聲前玉斚空。
人似堵牆爭指似，少年場裏著衰翁。",漏泽院四绝句 其一,54e48520-09c7-475a-996d-fe1106eac256,宋代,诗,,,,,"雪翎如扇十钧弓,霹雳声前玉斚空. 人似堵墙争指似,少年场里著衰翁."
