id,author,title,dynasty,genre,lines,line_char_counts,meter_pattern,total_lines,total_chars,is_regular,regular_meter,poem_type
,叶梦得,临江仙,宋代,词,闻道安车来过|我百花未敢飘零|疾催弦|管送杯行|五朝瞻旧老|挥麈听风生|凤诏远从天上|落高堂燕喜初醒|莫言白|发减风情|此时谁得似|饮罢却精明,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,三月莺花都过|了晓来雪片犹零|嵩阳居|士记行行|西湖初水满|遥想縠纹生|欲为海棠传信|息如今底事长醒|不应高|卧顿忘情|留春春不住|老眼若为明,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,唱彻阳关分别|袂佳人粉泪空零|请君重|作醉歌行|一欢须痛饮|回首念平生|却怪老来风味|减半酣易逐愁醒|因花那|更赋闲情|鬓毛今尔耳|空笑老渊明,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,潋滟湖光供一|笑未须醉日论千|将军曾|记旧临边|野塘新水漫|烟岸藕如船|却怪情多春又|老回肠易逐愁煎|何如旌|旆郁相连|凯歌归玉帐|锦帽碧油前,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,学士园林人不|到传声欲问江梅|曲阑清|浅小池台|已知春意近|为我著诗催|急管行觞围舞|袖故人坐上三台|此欢此|宴固难陪|不辞同二老|倒载习池回,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,不与群芳争绝|艳化工自许寒梅|一枝临|晚照歌台|眼明浑未见|弦管莫惊催|记取刘郎归去|路千里应话天台|酒阑不|惜更重陪|夜寒衣袂薄|犹有暗香回,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,三日疾风吹浩|荡绿芜未遍平沙|约回残|影射明霞|水光遥泛坐|烟柳卧敧斜|霜鬓不堪春点|检留连又见芳华|一枝重|插去年花|此身江海梦|何处定吾家,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,自笑天涯无定|准飘然到处迟留|兴阑却|上五湖舟|鲈莼新有味|碧树已惊秋|台上微凉初过|雨一尊聊记同游|寄声时|为到沧洲|遥知敧枕处|万壑看交流,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,山半飞泉鸣玉|佩回波倒卷粼粼|解巾聊|濯十年尘|青山应却怪|此段久无人|行乐应须贤太|守风光过眼逡巡|不辞常|作坐中宾|只愁花解笑|衰鬓不宜春,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,手种千株桃李|树参差半已成阴|主人何|事马骎骎|二年江海路|空负种花心|试问中间安小|槛此还长要追寻|却惊摇|落动悲吟|春归知早晚|为我变层林,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,绝顶参差千嶂|列不知空水相浮|下临湖|海见三州|落霞横暮景|为客小迟留|卷尽微云天更|阔此行不负清秋|忽惊河|汉近人流|青霄元有路|一笑倚琼楼,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,一醉三年那易|得应须大白同浮|已知绝|景是吾州|姮娥仍有意|更肯为人留|万籁无声遥夜|永人间未识高秋|从来我|客尽风流|故知怜老子|尤胜在南楼,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,卷地惊风吹雨|去却看香雾轻浮|遥知清|影遍南州|万峰横玉立|谁为此山留|邂逅一欢须共|惜年年长记今秋|平生江|海恨飘流|元龙真老懒|无意卧高楼,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,一醉年年今夜|月酒船聊更同浮|恨无羯|鼓打梁州|遗声犹好在|风景一时留|老去狂歌君勿|笑已拚双鬓成秋|会须击|节溯中流|一声云外笛|惊看水明楼,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,临江仙,宋代,词,草草一年真过|梦此生不恨萍浮|且令从|事到青州|已能从辟谷|那更话封留|好月尚寻当日|约故人何啻三秋|援琴欲|写竹间流|此声谁解听|空上仲宣楼,"6,7,3,4,5,5,6,7,3,4,5,5","6,7,3,4,5,5,6,7,3,4,5,5",12,60,False,,词
,叶梦得,虞美人,宋代,词,落花已|作风前舞|又送|黄昏雨|晓来庭|院半残红|惟有游丝|千丈罥晴空|殷勤花|下同携手|更尽|杯中酒|美人不|用敛蛾眉|我亦多情|无奈酒阑时,"3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5","3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5",16,56,False,,词
,叶梦得,虞美人,宋代,词,翻翻翠|叶梧桐老|雨后|凉生早|葛巾藜|杖正关情|莫遣繁蝉|容易作秋声|遥空不|尽青天去|一抹|残霞暮|病馀无|力厌跻攀|为寄曲阑|幽意到西山,"3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5","3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5",16,56,False,,词
,叶梦得,虞美人,宋代,词,一声鴂|催春晚|芳草|连空远|年年馀|恨怨残红|可是无情|容易爱随风|茂林修|竹山阴道|千载|谁重到|半湖流|水夕阳前|犹有一觞|一咏似当年,"3,3,2,3,3,4,4,5,3,4,2,3,3,4,4,5","3,3,2,3,3,4,4,5,3,4,2,3,3,4,4,5",16,55,False,,词
,叶梦得,虞美人,宋代,词,东风一|夜催春到|杨柳|朝来好|莫辞尊|酒重携持|老去情怀|能有几人知|凤台园|里新诗伴|不用|相追唤|一声清|唱落琼卮|千顷西风|烟浪晚云迟,"3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5","3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5",16,56,False,,词
,叶梦得,虞美人,宋代,词,数声微|雨风惊晓|烛影|猗残照|客愁不|奈五更寒|明日梨花|开尽有谁看|追寻犹|记清明近|为向|花前问|东风正|使解欺侬|不道花应|有恨也匆匆,"3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5","3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5",16,56,False,,词
,叶梦得,虞美人,宋代,词,平波涨|绿春堤满|渡口|人归晚|短篷轻|楫费追寻|始信十年|归梦是如今|故人回|望高阳里|遥想|车连骑|尊前点|检旧年春|应有海棠|犹记插花人,"3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5","3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5",16,56,False,,词
,叶梦得,虞美人,宋代,词,绿阴初|过黄梅雨|隔叶|闻莺语|睡馀谁|遣夕阳斜|时有微凉|风动入窗纱|天涯走|遍终何有|白发|空搔首|未须锦|瑟怨年华|为寄一声|长笛怨梅花,"3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5","3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5",16,56,False,,词
,叶梦得,虞美人,宋代,词,梅花落|尽桃花小|春事|馀多少|新亭风|景尚依然|白发故人|相遇且留连|家山应|在层林外|怅望|花前醉|半天烟|雾尚连空|换取扁舟|归去与君同,"3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5","3,4,2,3,3,4,4,5,3,4,2,3,3,4,4,5",16,56,False,,词
,叶梦得,减字木兰花,宋代,词,黄花|渐老|秋色欲|归还草草|花下|前期|花老空|歌鹊踏枝|狂酲|易醒|不似旧|时长酩酊|玉簟|新凉|数尽更|筹夜更长,"2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4","2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4",16,44,False,,词
,叶梦得,减字木兰花,宋代,词,前村|夜半|每为江|梅肠欲断|浅紫|深红|谁信漫|天雪里逢|醉头|扶起|宿酒阑|干犹困倚|便莫|催残|明日东|风为扫看,"2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4","2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4",16,44,False,,词
,叶梦得,减字木兰花,宋代,词,粉消|妆半|一曲阳|春歌始断|便觉|香红|十倍光|华昔未逢|杨花|吹起|犹自风|前相枕倚|莫恨|春残|留取新|诗子细看,"2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4","2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4",16,44,False,,词
,叶梦得,木兰花・玉楼春,宋代,词,花残却|是春留恋|几日馀|香吹酒面|湿烟不隔柳条青|小雨池塘初有燕|波光纵|使明如练|可奈落|红纷似霰|解将心事诉东风|只有啼莺千种啭,"3,4,3,4,7,7,3,4,3,4,7,7","3,4,3,4,7,7,3,4,3,4,7,7",12,56,False,,词
,叶梦得,点绛唇,宋代,词,高柳萧萧睡|馀已觉西风劲|小窗|人静|淅沥|生秋听|底事多情|欲与流年竞|残|云瞑|坠巾|慵整|独立|芝兰径,"5,6,2,2,2,3,4,5,1,2,2,2,2,3","5,6,2,2,2,3,4,5,1,2,2,2,2,3",14,41,False,,词
,叶梦得,点绛唇,宋代,词,缥缈危亭笑|谈独在千峰上|与谁|同赏|万里|横烟浪|老去情怀|犹作天涯想|空|惆怅|少年|豪放|莫学|衰翁样,"5,6,2,2,2,3,4,5,1,2,2,2,2,3","5,6,2,2,2,3,4,5,1,2,2,2,2,3",14,41,False,,词
,叶梦得,点绛唇,宋代,词,山上飞泉漫|流山下知何处|乱云|无数|留得|幽人住|深闭柴门|听尽空檐雨|秋|还暮|小窗|低户|惟有|寒蛩语,"5,6,2,2,2,3,4,5,1,2,2,2,2,3","5,6,2,2,2,3,4,5,1,2,2,2,2,3",14,41,False,,词
,叶梦得,鹧鸪天,宋代,词,不怕微|霜点玉肌|恨无流|水照冰姿|与君著意从头看|初见今年第一枝|人醉后|雪消时|江南春|色寄来迟|使君本是花前客|莫怪殷勤为赋诗,"3,4,3,4,7,7,3,3,3,4,7,7","3,4,3,4,7,7,3,3,3,4,7,7",12,55,False,,词
,叶梦得,鹧鸪天,宋代,词,夹路行|歌尽落梅|篆烟香|细袅寒灰|云移碧海三山近|月破中天九陌开|追乐事|惜多才|车声遥|听走晴雷|十年梦断钧天奏|犹记流霞醉后杯,"3,4,3,4,7,7,3,3,3,4,7,7","3,4,3,4,7,7,3,3,3,4,7,7",12,55,False,,词
,叶梦得,鹧鸪天,宋代,词,小雨初|收报夕阳|归云欲|渡转横塘|空回雨盖翻新影|不见琼肌洗暗香|追落景|弄微凉|尚馀残|泪浥空床|只应自有东风恨|长遣啼痕破晚妆,"3,4,3,4,7,7,3,3,3,4,7,7","3,4,3,4,7,7,3,3,3,4,7,7",12,55,False,,词
,叶梦得,鹧鸪天,宋代,词,晓日初|开露未晞|夕烟轻|散雨还微|暗摇绿雾游鯈戏|斜映红云属玉飞|情脉脉|恨依依|沙边空|见棹船归|何人解舞新声曲|一试纤腰六尺围,"3,4,3,4,7,7,3,3,3,4,7,7","3,4,3,4,7,7,3,3,3,4,7,7",12,55,False,,词
,叶梦得,鹧鸪天,宋代,词,兰茝空|悲楚客秋|旌旗谁|见使君游|凌云不隔三山路|破浪聊凭万里舟|公欲去|尚能留|杯行到|手未宜休|新诗无物堪伦比|愿探珊瑚出宝钩,"3,4,3,4,7,7,3,3,3,4,7,7","3,4,3,4,7,7,3,3,3,4,7,7",12,55,False,,词
,叶梦得,鹧鸪天,宋代,词,天末残|霞卷暮红|波间时|见没凫翁|斜风细雨家何在|老矣生涯尽个中|惟此意|与公同|未须持|酒祝牛宫|旁人不解轻蓑意|犹说黄金宝带重,"3,4,3,4,7,7,3,3,3,4,7,7","3,4,3,4,7,7,3,3,3,4,7,7",12,55,False,,词
,叶梦得,鹧鸪天,宋代,词,一曲青|山映小池|绿荷阴|尽雨离披|何人解识秋堪美|莫为悲秋浪赋诗|携浊酒|绕东篱|菊残犹|有傲霜枝|一年好景君须记|正是橙黄橘绿时,"3,4,3,4,7,7,3,3,3,4,7,7","3,4,3,4,7,7,3,3,3,4,7,7",12,55,False,,词
,叶梦得,水龙吟,宋代,词,对花常欲留春|恨春故遣花飞早|晓来雨过绿阴|新处几番芳草|一片飘时已知|消减满庭谁扫|料多情也似愁人|易感先催趁朱颜老|犹有清明未过|但狂风匆匆难保|酒醒梦断年年|此恨不禁相恼|只恐春应暗留|芳信与花争好|有姚黄一朵殷|勤付与送金杯倒,"6,7,6,6,6,6,7,8,6,7,6,6,6,6,6,7","6,7,6,6,6,6,7,8,6,7,6,6,6,6,6,7",16,102,False,,词
,叶梦得,水龙吟,宋代,词,舵楼横笛孤吹|暮云散尽天如水|人间底事忽惊|飞堕冰壶千里|玉树风清漫披|遥卷与空无际|料嫦娥此夜殷勤|偏照知人在千山里|常恨孤光易转|仗多情使君料理|一杯起舞曲终|须寄狂歌重倚|为问飘流几逢|清影有谁同记|但尊中有酒长|追旧事拚年年醉,"6,7,6,6,6,6,7,8,6,7,6,6,6,6,6,7","6,7,6,6,6,6,7,8,6,7,6,6,6,6,6,7",16,102,False,,词
,叶梦得,千秋岁,宋代,词,晓烟|溪畔|曾记|东风面|化工更|与重裁翦|额黄明艳粉|不共妖红软|凝|露脸|多情正|似当时见|谁相|沧波岸|特地|移闲馆|情一缕|愁千点|烦君搜妙语|为我催清宴|须|细看|粉粉乱|蕊空凡艳,"2,2,2,3,3,4,5,5,1,2,3,4,2,3,2,3,3,3,5,5,1,2,3,4","2,2,2,3,3,4,5,5,1,2,3,4,2,3,2,3,3,3,5,5,1,2,3,4",24,72,False,,词
,叶梦得,千秋岁,宋代,词,雨声萧瑟|初到梧桐响|人不寐|秋声爽|低檐灯暗淡|画幕风来往|谁|共赏|依稀记|得船篷上|拍岸|浮轻浪|水阔|菰蒲长|相别浦|收横纲|绿蓑冲瞑|艇子摇双桨|君|莫忘|此情犹|是当时唱,"4,5,3,3,5,5,1,2,3,4,2,3,2,3,3,3,4,5,1,2,3,4","4,5,3,3,5,5,1,2,3,4,2,3,2,3,3,3,4,5,1,2,3,4",22,70,False,,词
,叶梦得,蓦山溪,宋代,词,一年春事|常恨风和雨|趁取未残时醉|花前春应相许|山公倒载日暮习池回问|东风春知否莫道空归去|满城歌吹|也似春和豫|争笑使君狂占|风光不教飞絮|明朝酒醒满地落残红唱|新词追好景犹有君收聚,"4,5,6,6,10,10,4,5,6,6,10,10","4,5,6,6,10,10,4,5,6,6,10,10",12,82,False,,词
,叶梦得,清平乐,宋代,词,水空|相映|淡碧|涵千顷|素练不|收寒玉镜|落阶|无影|纤纤与|捧金杯|暗香逐|舞徘徊|雪尽玉容开遍|东风不管寒梅,"2,2,2,3,3,4,2,2,3,3,3,3,6,6","2,2,2,3,3,4,2,2,3,3,3,3,6,6",14,44,False,,词
,叶梦得,雨中花慢,宋代,词,痛饮狂歌百计强|留风光无奈春归|春去也应知|相赏未忍相违|卷地风惊争催|春暮雨顿回寒威|对黄昏萧瑟冰|肤洗尽犹覆霞衣|多情断了为花狂|恼故飘万点霏微|低粉面妆台|酒散泪颗频挥|可是盈盈有意|只应真惜分飞|拚令吹尽明朝|酒醒忍对红稀,"7,7,5,6,6,7,6,7,7,7,5,6,6,6,6,6","7,7,5,6,6,7,6,7,7,7,5,6,6,6,6,6",16,100,False,,词
,叶梦得,南乡子,宋代,词,浅碧|蘸鳞鳞|照眼全|无一点尘|百草千花|都过了初新|翠竹高|槐不占春|歌啸|堕纶巾|午醉醒|来尚欠伸|待得月明|归去也青苹|更有凉|风解送人,"2,3,3,4,4,5,3,4,2,3,3,4,4,5,3,4","2,3,3,4,4,5,3,4,2,3,3,4,4,5,3,4",16,56,False,,词
,叶梦得,南乡子,宋代,词,小院|雨新晴|初听黄|鹂第一声|满地绿阴|人不到盈盈|一点孤|花尚有情|却傍|水边行|叶底跳|鱼浪自惊|日暮小舟|何处去斜横|冲破波|痕久未平,"2,3,3,4,4,5,3,4,2,3,3,4,4,5,3,4","2,3,3,4,4,5,3,4,2,3,3,4,4,5,3,4",16,56,False,,词
,叶梦得,南乡子,宋代,词,山畔|小池台|曾记幽|人著意栽|乱石参差|春至晚徘徊|素景冲|寒却自开|绝绝|照琼瑰|孤负芳|心巧翦裁|应恐练裙|惊缟夜残杯|且放疏|枝待我来,"2,3,3,4,4,5,3,4,2,3,3,4,4,5,3,4","2,3,3,4,4,5,3,4,2,3,3,4,4,5,3,4",16,56,False,,词
,叶梦得,卜算子,宋代,词,新月挂林梢|暗水鸣枯沼|时见疏星落画|檐几点流萤小|归意已无多|故作连环绕|欲寄新声问采|菱水阔烟波渺,"5,5,6,6,5,5,6,6","5,5,6,6,5,5,6,6",8,44,False,,词
,叶梦得,卜算子,宋代,词,晓雨洗新妆|艳艳惊衰眼|不趁东风取次|开待得清霜晚|曲港照回流|影乱微波浅|作态低昂好自|持水阔烟波远,"5,5,6,6,5,5,6,6","5,5,6,6,5,5,6,6",8,44,False,,词
,叶梦得,菩萨蛮,宋代,词,平波不|尽蒹葭远|清霜半|落沙痕浅|烟树|晚微茫|孤鸿|下夕阳|梅花|消息近|试向|南枝问|记得|水边春|江南|别后人,"3,4,3,4,2,3,2,3,2,3,2,3,2,3,2,3","3,4,3,4,2,3,2,3,2,3,2,3,2,3,2,3",16,44,False,,词
,叶梦得,蝶恋花,宋代,词,薄雪消|时春已半|踏遍苍苔|手挽花枝看|一缕游|丝牵不断|多情更|觉蜂儿乱|尽日平|波回远岸|倒影浮光|却记冰初泮|酒力无|多吹易散|馀寒向|晚风惊幔,"3,4,4,5,3,4,3,4,3,4,4,5,3,4,3,4","3,4,4,5,3,4,3,4,3,4,4,5,3,4,3,4",16,60,False,,词
,叶梦得,醉蓬莱,宋代,词,问东风何事断|送残红便拚归去|牢落征途|笑行人羁旅|一曲阳关断云|残霭做渭城朝雨|欲寄离愁绿阴|千啭黄鹂空语|遥想湖边浪摇空翠|弦管风高乱花飞絮|曲水流觞|有山公行处|翠袖朱阑故人|应也弄画船烟浦|会写相思尊前|为我重翻新句,"6,7,4,5,6,7,6,6,8,8,4,5,6,7,6,6","6,7,4,5,6,7,6,6,8,8,4,5,6,7,6,6",16,97,False,,词
,叶梦得,南歌子,宋代,词,雨惜山容敛|云矜棹影开|忽看霁|色射林隈|为问湖亭|清影为谁来|尽洗归时路|重倾醉后杯|未应霜|雪遽相催|留得佳期|犹在共徘徊,"5,5,3,4,4,5,5,5,3,4,4,5","5,5,3,4,4,5,5,5,3,4,4,5",12,52,False,,词
,叶梦得,采桑子,宋代,词,山蹊小路归|来晚暮雪缤纷|尊酒|殷勤|邂逅相|从只有君|全家住处无|人到元在重云|此景|谁分|万玉参|差更作群,"5,6,2,2,3,4,5,6,2,2,3,4","5,6,2,2,3,4,5,6,2,2,3,4",12,44,False,,词
,叶梦得,南歌子,宋代,词,麦陇深初转|桃溪曲渐成|绿槐重|叠午阴清|更有榴花|一朵照人明|画栋清微暑|疏帘入晚晴|请君坐|待縠纹平|看取红幢|翠盖引前旌,"5,5,3,4,4,5,5,5,3,4,4,5","5,5,3,4,4,5,5,5,3,4,4,5",12,52,False,,词
,叶梦得,菩萨蛮,宋代,词,经年不|踏斜桥路|青山试|问谁为主|密叶|转回风|寒泉|落半空|此间|无限兴|可便|荒三径|明日|下扁舟|沧波|莫浪游,"3,4,3,4,2,3,2,3,2,3,2,3,2,3,2,3","3,4,3,4,2,3,2,3,2,3,2,3,2,3,2,3",16,44,False,,词
,赵士,好事近,宋代,词,雪里晓寒浓|已见蜡梅初折|应是月娥仙|挂与娇魂香魄|玉人挨鬓一枝|斜不忍更多摘|酒面暗沈疏|影照鹅儿颜色,"5,6,5,6,6,6,5,6","5,6,5,6,6,6,5,6",8,45,False,,词
,赵士,好事近,宋代,词,萧洒点疏从|浑似蜜房雕刻|不爱艳妆浓|粉借娇黄一拂|有情常恁早相|逢须信做尤物|已是恼人风|韵更芝兰香骨,"5,6,5,6,6,6,5,6","5,6,5,6,6,6,5,6",8,45,False,,词
,赵士,好事近,宋代,词,造化有深功|缀就梢头黄蜡|剪刻翻成新|样与江梅殊别|半开微露紫檀|心萧洒对风月|素手偏宜折|取向乌云斜插,"5,6,5,6,6,6,5,6","5,6,5,6,6,6,5,6",8,45,False,,词
,赵士,好事近,宋代,词,剪蜡缀寒条|标韵自然奇绝|不待陇头春|信喜一枝先折|寿阳妆鉴晓初|开残柍若飞雪|何似嫩黄新|蕊映眉心娇月,"5,6,5,6,6,6,5,6","5,6,5,6,6,6,5,6",8,45,False,,词
,江衍,锦缠绊・锦缠道,宋代,词,屈曲新堤占|断满村佳气|画檐两|行连云际|乱山叠翠水回还岸|边楼阁金碧遥相倚|柳阴低艳|映花光美|好升平|为谁初起|大都风物只由人旧|时荒垒今日香烟地,"5,5,3,4,8,8,4,4,3,4,8,8","5,5,3,4,8,8,4,4,3,4,8,8",12,64,False,,词
,周铢,蓦山溪,宋代,词,松陵江上|极目烟波缈|天际接沧溟到|如今东流未了|吴樯越橹都是利名人空|扰扰知多少只见朱颜老|故园应是|绿遍池塘草|家住十洲西算|随分生涯自好|渔蓑清贵休羡谢三郎红|蕖月白苹风何似长安道,"4,5,6,6,10,10,4,5,6,6,10,10","4,5,6,6,10,10,4,5,6,6,10,10",12,82,False,,词
,王赏,眼儿媚,宋代,词,凌寒低|亚出墙枝|孤瘦|雪霜姿|岁华已晚暗香|幽艳自与时违|化工放出江头|路沙水冷相宜|东风自此别开|红紫是处芳菲,"3,4,2,3,6,6,6,6,6,6","3,4,2,3,6,6,6,6,6,6",10,48,False,,词
,李光,水调歌头,宋代,词,元亮赋归去|富贵比浮云|常于闹里端|的认得主和宾|肯羡当年轩冕时引|壶觞独酌一笑落冠巾|园圃日成趣|桃李几番春|挹清风追|往躅事如新|遗编讽咏敛|衽千载友斯人|君爱谪仙风调我恨|楼船迫胁终污永王璘|何似北窗下|寂寞可栖神,"5,5,5,6,8,9,5,5,4,5,5,6,8,9,5,5","5,5,5,6,8,9,5,5,4,5,5,6,8,9,5,5",16,95,False,,词
,李光,水调歌头,宋代,词,兵器暗吴楚|江汉久凄凉|当年俊杰安|在酌酒酹严光|南顾豺狼吞噬北望|中原板荡矫首讯穹苍|归去谢宾友|客路饱风霜|闭柴扉窥|千载考三皇|兰亭胜处依|旧流水绕修篁|傍有湖光千顷时泛|扁舟一叶啸傲水云乡|寄语骑鲸客|何事返南荒,"5,5,5,6,8,9,5,5,4,5,5,6,8,9,5,5","5,5,5,6,8,9,5,5,4,5,5,6,8,9,5,5",16,95,False,,词
,李光,水调歌头,宋代,词,自笑客行久|新火起新烟|园林春半风|暖花落柳飞绵|坐想稽山佳处贺老|门前湖水敧侧钓鱼船|何事成淹泊|流转海南边|水中影镜|中像慢流连|此心未住赢|得忧患苦相缠|行尽荒烟蛮瘴深入|维那境界参透祖师禅|宴坐超三际|萧洒任吾年,"5,5,5,6,8,9,5,5,4,5,5,6,8,9,5,5","5,5,5,6,8,9,5,5,4,5,5,6,8,9,5,5",16,95,False,,词
,李光,水调歌头,宋代,词,独步长桥上|今夕是中秋|群黎怪我何|事流转古儋州|风定潮平如练云散|月明如昼孤兴在扁舟|笑尽一杯酒|水调杂蛮讴|少年场金|兰契尽白头|相望万里悲|我已是十年流|晚遇玉霄仙子授我|王屋奇书归路指蓬邱|不用乘风御|八极可神游,"5,5,5,6,8,9,5,5,4,5,5,6,8,9,5,5","5,5,5,6,8,9,5,5,4,5,5,6,8,9,5,5",16,95,False,,词
,李光,南歌子,宋代,词,佳节多离恨|难逢笑口开|使君携|客上层台|不用篱边|凝望白衣来|且看花经眼|休辞酒满杯|玉人低|唱管弦催|归去琐窗|无梦月徘徊,"5,5,3,4,4,5,5,5,3,4,4,5","5,5,3,4,4,5,5,5,3,4,4,5",12,52,False,,词
,李光,南歌子,宋代,词,南圃秋香过|东篱菊未英|蓼花无|数满寒汀|中有一枝|纤软吐微馨|被冷沈烟细|灯青梦水成|皎如月|明入窗棂|天女维摩|相对两忘情,"5,5,3,4,4,5,5,5,3,4,4,5","5,5,3,4,4,5,5,5,3,4,4,5",12,52,False,,词
,李光,临江仙,宋代,词,画栋朱楼凌缥|缈全家住在层城|中秋风|露助凄清|香凝燕寝|遮莫下帘旌|佳节喜逢今夕|月后房重按新声|姮娥端|解妒娉婷|微云点缀|不放十分明,"6,7,3,4,4,5,6,7,3,4,4,5","6,7,3,4,4,5,6,7,3,4,4,5",12,58,False,,词
,李光,减字木兰花,宋代,词,芳心|一点|瘴雾难|侵尘不染|冷澹|谁看|月转霜|林怯夜寒|一枝|孤静|梦破小|窗曾记省|烛影|参差|脉脉还|如背立时,"2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4","2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4",16,44,False,,词
,李光,念奴娇,宋代,词,榕林叶暗见一|枝独放霜华争白|写我精神惟赖|有萧洒西湖词客|玉骨清羸冰容|冷落似恨关山隔|蛮烟侵妒未|应减动肌雪|幽梦时绕芳枝夜|寒谁见我身为蝴蝶|抱蕊窥丛惊睡|觉窗影横斜和月|谢馆池边松风|亭下忍使香消歇|多情饶恨算|应天解磨折,"6,7,6,7,6,7,5,5,7,8,6,7,6,7,5,5","6,7,6,7,6,7,5,5,7,8,6,7,6,7,5,5",16,100,False,,词
,李光,汉宫春,宋代,词,危阁临流渺沧|波万顷涌出冰轮|星河澹澹天|衢迥绝纤尘|琼楼玉馆遍|人间水月精神|清江瘴海乘|流处处分身|邦侯盛|集佳宾|有香风缥|缈和气氤氲|华灯耀添绮|席笑语烘春|窥帘映牖看|素娥偏顾幽人|空怅望通明观|阙遥瞻一朵红云,"6,7,5,5,5,6,5,5,3,3,4,5,5,5,5,6,6,7","6,7,5,5,5,6,5,5,3,3,4,5,5,5,5,6,6,7",18,93,False,,词
,李光,鹧鸪天,宋代,词,踏舞贪|看赤脚娘|送春春|去莫悲伤|飞花逐水归何处|落絮沾泥不解狂|都是醉|任飞扬|百年三|万六千场|使君亲按新歌舞|魂梦相逢笑楚襄,"3,4,3,4,7,7,3,3,3,4,7,7","3,4,3,4,7,7,3,3,3,4,7,7",12,55,False,,词
,李光,武陵春,宋代,词,漠漠春阴人似|雾那用绣帘垂|不道持|杯是阿谁|须拚|倒金罍|人世浑知天上|月离合比盈亏|冒雨须|来带雨归|神女|解相随,"6,6,3,4,2,3,6,6,3,4,2,3","6,6,3,4,2,3,6,6,3,4,2,3",12,48,False,,词
,李光,渔家傲,宋代,词,海外无|寒花发早|一枝不|忍簪风帽|归插净|瓶花转好|维|摩老|年来却|被花枝恼|忽忆故|乡花满道|狂歌痛|饮俱年少|桃坞花开如|野烧都醉倒|花深往|往眠芳草,"3,4,3,4,3,4,1,2,3,4,3,4,3,4,5,5,3,4","3,4,3,4,3,4,1,2,3,4,3,4,3,4,5,5,3,4",18,62,False,,词
